0,3,01369953958561
1,3,01369953958561
2,2,98685711397418
3,2,98685711397418
4,2,98685711397418
5,2,98685711397418
6,2,98685711397418
7,2,98685711397418
8,2,98685711397418
9,2,98685711397418
10,2,98685711397418
11,2,98685711397418
12,2,98685711397418
13,2,98685711397418
14,2,96061970336906
15,2,95459247620451
16,2,95459247620451
17,2,95459247620451
18,2,92497206627591
19,2,92497206627591
20,2,91913129345344
21,2,91913129345344
22,2,91913129345344
23,2,91913129345344
24,2,91913129345344
25,2,91913129345344
26,2,91913129345344
27,2,89695891791995
28,2,89695891791995
29,2,89695891791995
30,2,89695891791995
31,2,89695891791995
32,2,89695891791995
33,2,89695891791995
34,2,89695891791995
35,2,89695891791995
36,2,89695891791995
37,2,89695891791995
38,2,89695891791995
39,2,89695891791995
40,2,88945389534838
41,2,88782784323698
42,2,88782784323698
43,2,88782784323698
44,2,88100028804718
45,2,88100028804718
46,2,88100028804718
47,2,88100028804718
48,2,88100028804718
49,2,88100028804718
50,2,88100028804718
51,2,88100028804718
52,2,88100028804718
53,2,88100028804718
54,2,88100028804718
55,2,88100028804718
56,2,88100028804718
57,2,88100028804718
58,2,88100028804718
59,2,88100028804718
60,2,88100028804718
61,2,87956141428053
62,2,87956141428053
63,2,87956141428053
64,2,87810153431666
65,2,87644911623632
66,2,87644911623632
67,2,87644911623632
68,2,87644911623632
69,2,87494532847746
70,2,87494532847746
71,2,87494532847746
72,2,87494532847746
73,2,87494532847746
74,2,87341858124163
75,2,87341858124163
76,2,87341858124163
77,2,87341858124163
78,2,87341858124163
79,2,87341858124163
80,2,87341858124163
81,2,87341858124163
82,2,87341858124163
83,2,87341858124163
84,2,87341858124163
85,2,87186816256493
86,2,87186816256493
87,2,87186816256493
88,2,87186816256493
89,2,87186816256493
90,2,87186816256493
91,2,87186816256493
92,2,87029332684465
93,2,87029332684465
94,2,87029332684465
95,2,87029332684465
96,2,82768953549609
97,2,82603657490765
98,2,82603657490765
99,2,82603657490765
Elapsed time - 00:02.17
